Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
-1.7111774310114383,-0.8594483448512854,1,13,1,1.1922648937709213,35,3,23,3,0.9077267930367581,1,2,1,1,1,1.0140661020600008,2,6
-1.7102891997988707,-1.7143943115348288,1,10,3,-1.5946200548449865,8,1,8,0,-1.1868620911794894,1,1,5,1,1,-0.6473770730842529,3,6
-1.7094009685863032,-1.7143943115348288,1,9,1,-1.4679434662715363,42,1,19,2,-0.20938727854524067,1,0,1,1,1,-0.7858306710129406,4,0
-1.7085127373737357,-0.39909282432937737,1,12,0,-1.6790711138939534,27,1,18,1,-0.20938727854524067,1,1,3,1,1,-0.8550574699772845,2,0
-1.7076245061611681,0.7846785141555289,1,18,1,-0.15895205101254922,16,0,5,2,1.7455623467232562,1,3,3,1,1,-1.2704182637633479,0,2
-1.7067362749486004,0.6531483654349838,1,7,0,1.445618070917822,32,1,7,0,0.9077267930367581,1,3,2,1,1,1.0832929010243446,4,2
-1.7058480437360328,-0.8594483448512854,1,5,1,-0.49675628720841686,49,2,1,0,0.48880901619350764,1,5,5,1,1,-0.7858306710129406,2,6
-1.7049598125234653,0.8504435885158015,1,12,0,-1.2145902891246354,32,0,1,3,1.3266445698800071,1,0,4,1,1,-0.6473770730842529,2,4
-1.7040715813108978,-0.7279181961307403,1,5,1,0.8122351280505701,47,0,3,3,1.3266445698800071,1,5,5,1,1,1.3602000968817203,5,4
-1.7031833500983302,-0.5306229730499226,1,10,3,0.30552877375676873,15,1,19,2,1.605923087775507,1,0,2,1,1,0.8063857051669691,5,0
-1.7022951188857625,0.6531483654349838,1,13,1,-0.9190115824532513,5,0,8,2,-0.6283050553884905,1,5,5,1,1,1.3602000968817203,1,5
-1.701406887673195,-0.5306229730499226,1,24,1,1.3189414823443715,33,0,22,1,1.1870053109322567,1,3,0,1,1,0.875612504131313,4,5
-1.7005186564606274,0.6531483654349838,1,2,1,-1.1301392300756685,20,1,5,2,0.3491697572457584,1,0,0,1,1,1.567880493774752,2,1
-1.6996304252480599,-0.5963880474101951,1,24,1,0.3899798328057356,12,1,12,3,1.1870053109322567,1,1,2,1,1,1.2909732979173763,4,3
-1.6987421940354923,-0.5963880474101951,1,11,1,-0.6234328757818672,13,2,5,2,-1.3265013501272394,1,3,5,1,1,-1.0627378668703162,4,6
-1.6978539628229246,-0.9909784935718305,1,5,1,-0.9612371119777348,8,1,18,3,-0.06974801959749076,1,3,0,1,1,1.2909732979173763,5,2
-1.696965731610357,1.705389555199345,1,13,1,0.009950067085384573,2,2,21,2,0.6284482751412582,1,0,1,1,1,-0.508923475155565,2,4
-1.6960775003977895,1.6396244808390725,1,7,0,0.6855585394771198,17,0,0,3,1.1870053109322567,1,4,3,1,1,0.39102491138090567,3,5
-1.695189269185222,1.5080943321185272,1,15,0,-0.8767860529287679,1,1,14,1,1.0473660519845074,1,1,4,1,1,1.0140661020600008,5,0
-1.6943010379726544,-1.5828641628142837,1,4,3,1.6989712480647226,41,1,0,1,0.48880901619350764,1,0,2,1,1,-0.7166038720485968,4,0
-1.6934128067600869,-1.254038791012921,1,15,0,0.3899798328057356,34,0,10,0,-0.06974801959749076,1,4,5,1,1,-0.4396966761912211,4,3
-1.6925245755475191,-0.3333277499691048,1,8,0,-0.2856286395859996,16,2,19,2,1.1870053109322567,1,0,2,1,1,1.3602000968817203,4,6
-1.6916363443349516,0.3900880679938935,1,21,1,-1.63684558436947,41,3,9,0,-1.1868620911794894,1,5,0,1,1,-0.024335882405157744,4,0
-1.690748113122384,0.8504435885158015,1,16,1,-0.7078839348308341,4,0,23,2,-1.1868620911794894,1,5,5,1,1,1.3602000968817203,1,5
-1.6898598819098165,0.7189134397952563,1,12,0,-0.24340311006151613,25,1,4,3,1.0473660519845074,1,3,2,1,1,0.7371589062026251,1,6
-1.688971650697249,-0.13603252688828707,1,16,1,-0.2011775805370327,27,1,14,2,-1.4661406090749887,1,3,5,1,1,0.875612504131313,1,4
-1.6880834194846812,1.5738594064787998,1,9,1,-1.256815818649119,29,2,9,1,1.1870053109322567,1,0,3,1,1,0.5987053082739373,3,1
-1.6871951882721137,0.32432299363362094,1,2,1,-1.3412668776980858,19,1,18,1,-0.06974801959749076,1,1,5,1,1,0.9448393030956568,3,1
-1.6863069570595461,0.9819737372363467,1,19,1,-0.03227546243909888,44,3,7,3,1.3266445698800071,1,4,0,1,1,-1.2704182637633479,2,5
-1.6854187258469786,-0.13603252688828707,1,24,1,-1.6790711138939534,1,1,8,2,-1.6057798680227386,1,2,2,1,1,0.04489091655918616,2,6
-1.684530494634411,-0.9909784935718305,1,19,1,-1.5101689957960196,23,2,15,3,0.20953049829800843,1,3,3,1,1,0.6679321072382812,2,6
-1.6836422634218435,0.1927928449130758,1,4,3,1.445618070917822,30,1,3,2,0.6284482751412582,1,0,3,1,1,0.6679321072382812,3,1
-1.6827540322092758,-0.26756267560883223,1,10,3,-1.3412668776980858,39,1,10,3,-1.0472228322317396,1,5,0,1,1,1.6371072927390957,2,0
-1.6818658009967082,-0.20179760124855964,1,0,0,0.5588819509036694,23,3,3,2,1.3266445698800071,1,4,5,1,1,1.429426895846064,2,6
-1.6809775697841407,-1.5170990884540112,1,4,3,0.17885218518331839,47,1,23,2,0.9077267930367581,1,4,5,1,1,-0.5781502741199089,3,3
-1.6800893385715732,1.6396244808390725,1,9,1,-0.24340311006151613,24,1,4,2,0.6284482751412582,1,2,2,1,1,0.25257131345221784,5,4
-1.6792011073590056,1.245034034677437,1,1,0,0.8122351280505701,17,0,24,1,1.1870053109322567,1,3,4,1,1,-1.4780986606563795,3,6
-1.6783128761464379,0.3900880679938935,1,23,1,-0.9612371119777348,11,0,3,2,0.3491697572457584,1,2,1,1,1,-0.5781502741199089,1,6
-1.6774246449338703,0.7189134397952563,1,15,0,0.3477543032812522,42,1,14,3,1.3266445698800071,1,0,5,1,1,-0.3012430782625333,2,2
-1.6765364137213028,-0.925213419211558,1,20,2,-1.63684558436947,23,2,11,1,0.06989123935025852,1,2,2,1,1,0.39102491138090567,2,3
-1.6756481825087353,-0.7279181961307403,1,22,0,0.8122351280505701,2,0,10,3,-1.4661406090749887,1,2,0,1,1,1.2217464989530324,2,6
-1.6747599512961677,1.376564183397982,1,3,2,0.981137246148504,0,2,8,0,1.4662838288277564,1,4,4,1,1,-0.508923475155565,3,3
-1.6738717200836,1.376564183397982,1,0,0,-1.0034626415022183,29,1,17,1,1.4662838288277564,1,2,0,1,1,1.2909732979173763,5,2
-1.6729834888710324,-0.8594483448512854,1,2,1,1.445618070917822,37,2,11,3,1.3266445698800071,1,0,0,1,1,-1.5473254596207235,5,2
-1.672095257658465,0.061262696192530657,1,4,3,-1.1301392300756685,6,0,7,3,0.9077267930367581,1,4,5,1,1,1.6371072927390957,3,4
-1.6712070264458974,0.8504435885158015,1,7,0,-0.5812073462573837,43,0,19,2,0.20953049829800843,1,2,3,1,1,-0.3012430782625333,1,2
-1.6703187952333298,0.25855791927334837,1,1,0,0.43220536233021906,41,2,5,2,0.9077267930367581,1,2,1,1,1,-1.4088718616920357,1,6
-1.6694305640207623,-1.4513340140937385,1,1,0,-1.2990413481736023,0,1,11,0,0.6284482751412582,1,2,1,1,1,0.46025171034524953,3,2
-1.6685423328081945,-0.5306229730499226,1,5,1,-0.49675628720841686,45,0,6,2,-1.1868620911794894,1,3,1,1,1,0.5987053082739373,0,0
-1.667654101595627,-1.7143943115348288,1,5,1,-1.4257179367470527,9,1,13,3,-1.1868620911794894,1,3,5,1,1,-0.3012430782625333,0,2
-1.6667658703830595,0.25855791927334837,1,13,1,1.0655883051974708,10,1,20,1,-1.4661406090749887,1,3,2,1,1,1.2217464989530324,0,1
-1.665877639170492,0.32432299363362094,1,6,0,-0.07450099196358233,13,0,22,1,1.0473660519845074,1,4,1,1,1,-1.5473254596207235,1,4
-1.6649894079579244,1.3107991090377096,1,15,0,1.0655883051974708,43,1,2,2,-1.4661406090749887,1,3,2,1,1,-0.3012430782625333,2,0
-1.6641011767453566,0.3900880679938935,1,8,0,-0.7078839348308341,7,2,20,2,0.6284482751412582,1,0,2,1,1,0.46025171034524953,5,4
-1.663212945532789,-1.4513340140937385,1,5,1,-0.2856286395859996,7,0,6,2,-0.6283050553884905,1,3,3,1,1,0.7371589062026251,3,3
-1.6623247143202216,0.3900880679938935,1,19,1,1.3189414823443715,26,1,12,1,1.3266445698800071,1,5,2,1,1,1.7063340917034397,5,3
-1.661436483107654,-0.39909282432937737,1,10,3,1.5300691299667888,14,1,13,3,-1.6057798680227386,1,0,0,1,1,1.2217464989530324,0,2
-1.6605482518950865,-1.6486292371745563,1,14,2,0.516656421379186,31,3,2,2,-0.6283050553884905,1,2,5,1,1,-0.09356268136950165,2,2
-1.6596600206825187,1.5080943321185272,1,17,2,1.5300691299667888,45,0,12,2,-1.6057798680227386,1,4,1,1,1,0.7371589062026251,2,2
-1.6587717894699512,-1.6486292371745563,1,13,1,-1.3412668776980858,9,2,13,1,0.3491697572457584,1,0,0,1,1,-0.3012430782625333,2,2
-1.6578835582573836,-0.5306229730499226,1,5,1,-0.8345605234042844,42,1,21,2,0.48880901619350764,1,3,4,1,1,0.5987053082739373,0,6
-1.6569953270448161,0.5216182167144386,1,4,3,-1.172364759600152,2,2,15,1,0.9077267930367581,1,1,4,1,1,1.1525196999886884,0,2
-1.6561070958322486,0.5873832910747112,1,22,0,1.4878436004423052,30,1,4,3,1.0473660519845074,1,2,3,1,1,-1.6165522585850673,3,1
-1.655218864619681,-1.3198038653731934,1,9,1,-0.792334993879801,27,0,16,1,-0.06974801959749076,1,5,0,1,1,1.498653694810408,1,1
-1.6543306334071133,0.5216182167144386,1,17,2,-0.2856286395859996,34,1,8,0,-0.06974801959749076,1,3,0,1,1,1.2909732979173763,3,3
-1.6534424021945457,-0.7279181961307403,1,24,1,-0.5389818167329002,49,1,14,0,-0.3490265374929906,1,2,2,1,1,0.6679321072382812,2,4
-1.6525541709819782,0.1927928449130758,1,10,3,0.981137246148504,4,3,16,0,-0.20938727854524067,1,0,3,1,1,-0.7166038720485968,1,5
-1.6516659397694107,-1.254038791012921,1,8,0,-0.49675628720841686,39,0,22,2,-1.1868620911794894,1,5,1,1,1,0.25257131345221784,2,4
-1.6507777085568431,-0.004502378167741921,1,15,0,1.6567457185402392,39,2,8,3,1.1870053109322567,1,4,4,1,1,-0.508923475155565,2,2
-1.6498894773442754,1.1135038859568918,1,10,3,1.1500393642464377,42,1,13,3,0.9077267930367581,1,1,0,1,1,-0.8550574699772845,5,2
-1.6490012461317078,-0.46485789868964994,1,23,1,0.09440112613435148,8,1,17,0,1.0473660519845074,1,4,4,1,1,1.429426895846064,2,6
-1.6481130149191403,0.9162086628760742,1,19,1,0.6855585394771198,27,2,19,1,1.1870053109322567,1,0,2,1,1,0.18334451448787395,2,6
-1.6472247837065728,-0.46485789868964994,1,20,2,1.6989712480647226,24,0,16,0,0.06989123935025852,1,4,2,1,1,1.567880493774752,4,4
-1.6463365524940052,-0.7936832704910128,1,6,0,0.5588819509036694,7,2,6,1,-0.20938727854524067,1,5,1,1,1,1.2217464989530324,5,2
-1.6454483212814375,-1.5170990884540112,1,17,2,1.361167011868855,45,1,20,3,1.4662838288277564,1,4,5,1,1,0.8063857051669691,1,0
-1.64456009006887,-1.5828641628142837,1,11,1,0.30552877375676873,31,3,20,1,-1.6057798680227386,1,1,3,1,1,-0.37046987722687724,0,0
-1.6436718588563024,-1.1882737166526482,1,9,1,-0.8345605234042844,24,3,9,2,-0.06974801959749076,1,1,1,1,1,0.5294785093095934,3,5
-1.6427836276437349,1.1792689603171644,1,22,0,1.6145201890157557,40,1,12,0,-1.4661406090749887,1,4,1,1,1,0.39102491138090567,1,3
-1.6418953964311673,-1.1225086422923756,1,4,3,1.0655883051974708,33,3,23,1,1.1870053109322567,1,5,1,1,1,1.7063340917034397,2,1
-1.6410071652185998,0.4558531423541661,1,21,1,0.30552877375676873,35,0,22,3,1.4662838288277564,1,2,3,1,1,0.6679321072382812,2,5
-1.640118934006032,0.6531483654349838,1,3,2,1.2344904232954046,47,0,18,3,0.3491697572457584,1,3,3,1,1,-0.23201627929818944,5,1
-1.6392307027934645,0.7189134397952563,1,22,0,-1.5101689957960196,28,0,16,1,0.9077267930367581,1,0,0,1,1,-1.6857790575494114,4,4
-1.638342471580897,1.6396244808390725,1,0,0,1.5300691299667888,31,1,4,0,-0.20938727854524067,1,0,3,1,1,-1.4780986606563795,0,0
-1.6374542403683294,1.3107991090377096,1,10,3,-1.0456881710267016,22,0,23,2,-0.06974801959749076,1,1,4,1,1,0.39102491138090567,2,4
-1.636566009155762,-1.0567435679321031,1,20,2,0.30552877375676873,19,0,13,3,-0.9075835732839896,1,1,3,1,1,1.429426895846064,4,3
-1.6356777779431941,1.705389555199345,1,21,1,0.8122351280505701,25,0,17,1,-0.4886657964407405,1,0,3,1,1,0.46025171034524953,0,1
-1.6347895467306266,0.9162086628760742,1,24,1,1.0655883051974708,0,1,22,1,-1.6057798680227386,1,1,3,1,1,1.2217464989530324,0,3
-1.633901315518059,0.7846785141555289,1,0,0,-1.4257179367470527,31,1,1,2,0.3491697572457584,1,0,4,1,1,0.04489091655918616,5,3
-1.6330130843054915,-1.1882737166526482,1,1,0,0.6433330099526363,20,0,17,2,1.7455623467232562,1,4,2,1,1,-1.13196466583466,2,0
-1.632124853092924,-0.46485789868964994,1,6,0,0.22107771470780183,8,1,18,1,0.7680875340890075,1,2,2,1,1,0.18334451448787395,4,1
-1.6312366218803565,-0.004502378167741921,1,8,0,-0.24340311006151613,29,0,12,3,-0.9075835732839896,1,3,3,1,1,-0.37046987722687724,4,5
-1.6303483906677887,1.705389555199345,1,4,3,1.4878436004423052,20,2,2,2,-0.06974801959749076,1,5,5,1,1,-1.13196466583466,1,6
-1.6294601594552212,0.5873832910747112,1,19,1,1.445618070917822,49,1,7,1,0.06989123935025852,1,1,4,1,1,1.567880493774752,3,2
-1.6285719282426536,0.7189134397952563,1,17,2,1.1078138347219544,45,2,2,1,-0.4886657964407405,1,4,2,1,1,-0.9242842689416284,5,0
-1.627683697030086,0.3900880679938935,1,14,2,-1.172364759600152,40,0,24,2,1.1870053109322567,1,0,1,1,1,0.25257131345221784,1,3
-1.6267954658175185,0.3900880679938935,1,23,1,-0.6234328757818672,16,0,14,0,1.4662838288277564,1,0,0,1,1,0.11411771552353005,1,1
-1.6259072346049508,-0.39909282432937737,1,4,3,0.6855585394771198,49,1,14,0,0.7680875340890075,1,3,1,1,1,1.2909732979173763,1,0
-1.6250190033923833,1.3107991090377096,1,8,0,1.0233627756729873,47,0,18,2,0.3491697572457584,1,4,1,1,1,0.46025171034524953,0,0
-1.6241307721798157,-1.6486292371745563,1,18,1,0.516656421379186,45,1,13,3,0.6284482751412582,1,1,4,1,1,-0.9935110679059723,1,3
-1.6232425409672482,-0.26756267560883223,1,0,0,-0.8345605234042844,46,0,3,1,1.4662838288277564,1,2,0,1,1,1.2909732979173763,1,3
-1.6223543097546806,0.8504435885158015,1,23,1,1.2344904232954046,17,0,3,0,-0.9075835732839896,1,3,2,1,1,1.429426895846064,1,6
-1.6214660785421129,-0.004502378167741921,1,23,1,1.1078138347219544,27,1,7,1,-0.9075835732839896,1,4,3,1,1,1.7063340917034397,4,0
-1.6205778473295454,0.32432299363362094,1,18,1,-0.24340311006151613,4,1,9,3,-0.20938727854524067,1,1,3,1,1,1.3602000968817203,5,2
-1.6196896161169778,-0.07026745252801449,1,18,1,-1.0034626415022183,23,0,16,1,0.20953049829800843,1,0,5,1,1,1.567880493774752,1,2
-1.6188013849044103,-1.3198038653731934,1,23,1,1.2344904232954046,23,1,7,3,1.4662838288277564,1,5,3,1,1,0.04489091655918616,2,6
-1.6179131536918427,-1.5828641628142837,1,15,0,-1.172364759600152,4,1,6,1,1.3266445698800071,1,5,4,1,1,-0.3012430782625333,2,3
-1.6170249224792752,-1.3198038653731934,1,5,1,0.30552877375676873,37,3,13,2,0.6284482751412582,1,1,0,1,1,1.6371072927390957,4,1
-1.6161366912667074,-0.004502378167741921,1,15,0,-0.8767860529287679,16,0,22,0,-0.06974801959749076,1,2,3,1,1,-0.8550574699772845,4,3
-1.61524846005414,-1.0567435679321031,1,19,1,-1.2990413481736023,18,0,9,2,0.20953049829800843,1,4,4,1,1,1.429426895846064,2,6
-1.6143602288415724,-0.925213419211558,1,0,0,-0.07450099196358233,30,1,14,0,1.3266445698800071,1,0,0,1,1,1.1525196999886884,4,6
-1.6134719976290048,0.5216182167144386,1,23,1,0.22107771470780183,25,1,22,3,-1.7454191269704884,1,0,3,1,1,-0.024335882405157744,5,0
-1.6125837664164373,-0.07026745252801449,1,8,0,1.445618070917822,42,0,7,0,1.605923087775507,1,2,5,1,1,-0.024335882405157744,1,4
-1.6116955352038695,-0.07026745252801449,1,14,2,0.8966861870995371,15,1,17,0,0.48880901619350764,1,4,1,1,1,-0.9242842689416284,4,5
-1.610807303991302,-0.3333277499691048,1,2,1,1.1078138347219544,39,1,23,3,-0.6283050553884905,1,2,2,1,1,-1.4780986606563795,3,5
-1.6099190727787345,1.5738594064787998,1,20,2,-0.7078839348308341,5,1,21,1,1.3266445698800071,1,1,2,1,1,0.875612504131313,4,6
-1.609030841566167,1.5738594064787998,1,19,1,-1.2990413481736023,9,1,12,3,0.9077267930367581,1,1,5,1,1,1.1525196999886884,0,6
-1.6081426103535994,0.32432299363362094,1,4,3,1.4878436004423052,8,1,23,0,0.06989123935025852,1,3,5,1,1,0.32179811241656175,5,0
-1.6072543791410316,1.245034034677437,1,16,1,-1.3412668776980858,32,0,24,0,0.20953049829800843,1,0,0,1,1,1.7063340917034397,2,6
-1.606366147928464,0.7846785141555289,1,6,0,-0.5812073462573837,45,1,21,0,1.605923087775507,1,4,2,1,1,1.3602000968817203,4,6
-1.6054779167158966,-0.46485789868964994,1,10,3,-0.07450099196358233,26,0,22,0,-0.9075835732839896,1,4,2,1,1,0.5294785093095934,2,3
-1.604589685503329,-0.925213419211558,1,4,3,-0.49675628720841686,24,1,0,0,-1.4661406090749887,1,0,5,1,1,-0.024335882405157744,4,5
-1.6037014542907615,-1.6486292371745563,1,17,2,-0.7078839348308341,29,1,19,0,-0.7679443143362397,1,2,1,1,1,-0.024335882405157744,1,4
-1.602813223078194,-1.3198038653731934,1,12,0,1.4878436004423052,24,1,20,0,1.0473660519845074,1,5,4,1,1,1.2909732979173763,3,5
-1.6019249918656262,0.5216182167144386,1,19,1,-1.256815818649119,5,2,1,0,0.3491697572457584,1,3,4,1,1,-0.3012430782625333,5,3
-1.6010367606530587,1.245034034677437,1,17,2,0.17885218518331839,11,1,17,2,-0.3490265374929906,1,0,0,1,1,0.39102491138090567,0,3
-1.6001485294404911,-0.46485789868964994,1,6,0,1.2767159528198881,49,1,7,0,-1.6057798680227386,1,4,5,1,1,1.498653694810408,3,0
-1.5992602982279236,-0.39909282432937737,1,13,1,0.6855585394771198,7,1,23,2,-0.7679443143362397,1,5,2,1,1,-0.7858306710129406,4,4
-1.598372067015356,-0.5963880474101951,1,3,2,1.5300691299667888,4,0,5,0,1.605923087775507,1,0,4,1,1,-0.5781502741199089,3,2
-1.5974838358027883,-1.0567435679321031,1,22,0,-0.5389818167329002,33,0,21,0,1.0473660519845074,1,3,3,1,1,-1.5473254596207235,5,0
-1.5965956045902208,-0.925213419211558,1,16,1,1.0655883051974708,39,2,3,2,0.7680875340890075,1,4,1,1,1,1.1525196999886884,5,0
-1.5957073733776532,1.6396244808390725,1,9,1,-0.2011775805370327,32,1,12,3,-0.7679443143362397,1,3,4,1,1,-0.23201627929818944,3,0
-1.5948191421650857,-0.20179760124855964,1,5,1,1.6145201890157557,35,1,4,0,-0.20938727854524067,1,3,3,1,1,-0.3012430782625333,5,5
-1.5939309109525182,1.245034034677437,1,21,1,0.7277840690016032,18,2,13,1,0.7680875340890075,1,1,2,1,1,-0.3012430782625333,0,5
-1.5930426797399504,-0.5963880474101951,1,18,1,-1.4257179367470527,24,1,10,0,0.3491697572457584,1,5,4,1,1,1.0140661020600008,3,0
-1.5921544485273829,-0.5306229730499226,1,8,0,0.3477543032812522,44,2,24,0,-1.0472228322317396,1,3,3,1,1,-1.6857790575494114,0,3
-1.5912662173148153,-1.254038791012921,1,16,1,0.5588819509036694,6,3,20,0,0.48880901619350764,1,0,4,1,1,1.7063340917034397,0,4
-1.5903779861022478,0.9162086628760742,1,6,0,-1.3834924072225694,28,1,4,0,0.06989123935025852,1,3,5,1,1,0.9448393030956568,0,2
-1.5894897548896803,-1.1225086422923756,1,6,0,-1.5523945253205031,42,1,14,2,1.1870053109322567,1,0,2,1,1,0.5987053082739373,5,4
-1.5886015236771127,1.376564183397982,1,0,0,-0.45453075768393336,33,1,13,0,-1.0472228322317396,1,5,1,1,1,0.25257131345221784,5,3
-1.587713292464545,0.6531483654349838,1,22,0,0.6011074804281529,4,1,21,2,-1.0472228322317396,1,2,5,1,1,0.39102491138090567,4,1
-1.5868250612519774,0.6531483654349838,1,19,1,0.30552877375676873,45,1,17,2,-0.4886657964407405,1,4,4,1,1,-1.201191464799004,3,6
-1.5859368300394099,0.9819737372363467,1,7,0,0.22107771470780183,7,2,17,1,-1.6057798680227386,1,3,2,1,1,-1.4088718616920357,2,3
-1.5850485988268423,-0.13603252688828707,1,7,0,0.009950067085384573,16,2,24,3,-1.3265013501272394,1,2,5,1,1,-1.2704182637633479,1,4
-1.5841603676142748,0.12702777055280323,1,20,2,-1.2145902891246354,7,3,9,0,0.3491697572457584,1,1,5,1,1,0.32179811241656175,1,4
-1.583272136401707,-0.7279181961307403,1,6,0,-1.3834924072225694,3,1,8,0,0.3491697572457584,1,5,1,1,1,-0.7858306710129406,2,2
-1.5823839051891395,-0.6621531217704677,1,17,2,0.8544606575750536,17,1,11,2,-1.0472228322317396,1,0,1,1,1,-1.4088718616920357,1,3
-1.581495673976572,-1.1225086422923756,1,10,3,-1.256815818649119,27,2,6,2,-0.6283050553884905,1,2,4,1,1,-1.5473254596207235,4,2
-1.5806074427640044,0.5216182167144386,1,16,1,-1.4679434662715363,49,1,12,0,-1.6057798680227386,1,5,5,1,1,1.429426895846064,5,1
-1.579719211551437,-0.9909784935718305,1,18,1,-1.0456881710267016,45,1,2,2,-0.20938727854524067,1,3,5,1,1,-1.4780986606563795,2,6
-1.5788309803388694,0.6531483654349838,1,12,0,0.30552877375676873,26,1,22,2,0.20953049829800843,1,0,3,1,1,1.1525196999886884,2,1
-1.5779427491263016,-1.254038791012921,1,8,0,-0.5812073462573837,10,1,21,0,-0.4886657964407405,1,4,4,1,1,0.32179811241656175,1,0
-1.577054517913734,-0.20179760124855964,1,17,2,-1.0456881710267016,44,0,3,3,-0.3490265374929906,1,5,1,1,1,0.8063857051669691,5,0
-1.5761662867011665,0.5873832910747112,1,4,3,1.1078138347219544,35,0,22,0,-1.3265013501272394,1,3,3,1,1,-1.6165522585850673,0,0
-1.575278055488599,0.5873832910747112,1,0,0,0.8966861870995371,28,0,1,1,-1.4661406090749887,1,0,3,1,1,0.32179811241656175,2,5
-1.5743898242760315,-1.5170990884540112,1,9,1,-0.7501094643553176,15,0,11,0,-0.06974801959749076,1,3,3,1,1,1.498653694810408,0,4
-1.5735015930634637,1.1135038859568918,1,19,1,-0.7078839348308341,11,0,10,0,0.7680875340890075,1,3,0,1,1,-0.3012430782625333,4,5
-1.5726133618508962,1.3107991090377096,1,3,2,-1.2145902891246354,12,1,22,0,1.605923087775507,1,3,5,1,1,-1.13196466583466,0,3
-1.5717251306383286,0.4558531423541661,1,14,2,0.8966861870995371,40,0,8,0,-0.6283050553884905,1,1,5,1,1,-0.9242842689416284,3,3
-1.570836899425761,-0.7936832704910128,1,13,1,0.05217559660986802,20,1,0,2,1.3266445698800071,1,5,3,1,1,-1.4780986606563795,0,6
